Time[s],Error[code],Description
-150.7,197,Error Code: 197
-150.4,122,Breath rejected; segment too short.
-148.5,168,Error Code: 168
-147.9,168,Error Code: 168
-147.9,168,Error Code: 168
-147.8,168,Error Code: 168
-147.4,168,Error Code: 168
-146.9,168,Error Code: 168
-146.5,168,Error Code: 168
-144.2,168,Error Code: 168
-141.2,209,Error Code: 209
-140.7,168,Error Code: 168
-140.6,168,Error Code: 168
-140.6,168,Error Code: 168
-140.1,168,Error Code: 168
-140.1,168,Error Code: 168
-138.3,191,Error Code: 191
-133.1,209,Error Code: 209
-132.4,168,Error Code: 168
-132.4,168,Error Code: 168
-132.4,168,Error Code: 168
-132.3,168,Error Code: 168
-132.2,168,Error Code: 168
-132.2,168,Error Code: 168
-131.4,168,Error Code: 168
-128.7,209,Error Code: 209
-127,168,Error Code: 168
-127,168,Error Code: 168
-126.9,168,Error Code: 168
-126.7,168,Error Code: 168
-126.7,168,Error Code: 168
-125.9,191,Error Code: 191
-95.1,168,Error Code: 168
-94.3,168,Error Code: 168
-94.3,168,Error Code: 168
-94.1,168,Error Code: 168
-70.6,168,Error Code: 168
-68.5,209,Error Code: 209
-68.5,209,Error Code: 209
-65.2,56,Breathing less than valve trigger.
-65.2,191,Error Code: 191
-60.9,122,Breath rejected; segment too short.
-60.9,209,Error Code: 209
-60.5,209,Error Code: 209
-60.5,209,Error Code: 209
-60.5,168,Error Code: 168
-59.7,168,Error Code: 168
-59.4,168,Error Code: 168
-49.4,209,Error Code: 209
-45.3,209,Error Code: 209
-45.2,209,Error Code: 209
-42.4,168,Error Code: 168
-42.4,168,Error Code: 168
-42,168,Error Code: 168
-42,168,Error Code: 168
-41.8,168,Error Code: 168
-41.7,168,Error Code: 168
-41.2,168,Error Code: 168
-40.6,121,Breath rejected; too jittery.
-39.3,209,Error Code: 209
-10.7,197,Error Code: 197
0,168,Error Code: 168
0,197,Error Code: 197
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,209,Error Code: 209
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,197,Error Code: 197
0,168,Error Code: 168
0,191,Error Code: 191
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,209,Error Code: 209
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,209,Error Code: 209
0,168,Error Code: 168
0,168,Error Code: 168
0,122,Breath rejected; segment too short.
0,168,Error Code: 168
0,209,Error Code: 209
0,209,Error Code: 209
0,56,Breathing less than valve trigger.
0,191,Error Code: 191
0,122,Breath rejected; segment too short.
0,209,Error Code: 209
0,209,Error Code: 209
0,209,Error Code: 209
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,209,Error Code: 209
0,209,Error Code: 209
0,209,Error Code: 209
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,121,Breath rejected; too jittery.
0,209,Error Code: 209
0,168,Error Code: 168
0,191,Error Code: 191
0,168,Error Code: 168
354.2,197,Error Code: 197
600.6,197,Error Code: 197
600.6,122,Breath rejected; segment too short.
600.6,209,Error Code: 209
600.6,168,Error Code: 168
600.6,168,Error Code: 168
600.6,168,Error Code: 168
613.4,209,Error Code: 209
613.5,209,Error Code: 209
616.5,191,Error Code: 191
678.4,209,Error Code: 209
678.4,209,Error Code: 209
684.7,168,Error Code: 168
684.9,168,Error Code: 168
686.9,168,Error Code: 168
1184.1,209,Error Code: 209
1230.4,209,Error Code: 209
1231.7,191,Error Code: 191
1241.7,209,Error Code: 209
1244.2,209,Error Code: 209
1244.3,209,Error Code: 209
1244.6,168,Error Code: 168
1244.9,168,Error Code: 168
1245,168,Error Code: 168
1245,168,Error Code: 168
1246.1,191,Error Code: 191
1251.2,197,Error Code: 197
1252.4,209,Error Code: 209
1252.4,209,Error Code: 209
1253.3,191,Error Code: 191
1253.8,61,Low battery.
1256.8,168,Error Code: 168
1256.9,168,Error Code: 168
1263.8,168,Error Code: 168
1263.8,168,Error Code: 168
1265.8,209,Error Code: 209
1265.8,209,Error Code: 209
1267.2,168,Error Code: 168
1267.2,168,Error Code: 168
1267.2,168,Error Code: 168
1267.2,168,Error Code: 168
1268,191,Error Code: 191
1270.2,168,Error Code: 168
1270.4,168,Error Code: 168
1270.4,168,Error Code: 168
1276.1,209,Error Code: 209
1276.1,209,Error Code: 209
1282.7,168,Error Code: 168
1282.8,168,Error Code: 168
1283,168,Error Code: 168
1283.4,168,Error Code: 168
1283.4,168,Error Code: 168
1283.4,168,Error Code: 168
1283.6,168,Error Code: 168
1293.6,209,Error Code: 209
1295.1,191,Error Code: 191
1300.9,122,Breath rejected; segment too short.
1301.3,209,Error Code: 209
1301.3,122,Breath rejected; segment too short.
1381.8,209,Error Code: 209
1383.8,191,Error Code: 191
1504.8,197,Error Code: 197
1510.1,122,Breath rejected; segment too short.
1510.1,209,Error Code: 209
1510.1,122,Breath rejected; segment too short.
1512.5,73,Error Code: 73
1536.7,73,Error Code: 73
1538.6,73,Error Code: 73
1542.6,73,Error Code: 73
1544.7,73,Error Code: 73
1546.6,73,Error Code: 73
1550.3,73,Error Code: 73
1552.3,73,Error Code: 73
1554.4,73,Error Code: 73
1556.4,73,Error Code: 73
1560.3,73,Error Code: 73
1565.2,209,Error Code: 209
1566.2,197,Error Code: 197
1566.2,122,Breath rejected; segment too short.
1575.1,73,Error Code: 73
1579.6,73,Error Code: 73
1583.3,73,Error Code: 73
1585.3,73,Error Code: 73
1589.1,73,Error Code: 73
1591.4,73,Error Code: 73
1593,73,Error Code: 73
1594.8,73,Error Code: 73
1596.6,73,Error Code: 73
1598.9,73,Error Code: 73
1604.7,73,Error Code: 73
1609.9,209,Error Code: 209
1610.7,197,Error Code: 197
1610.7,122,Breath rejected; segment too short.
1619.5,73,Error Code: 73
1626.2,73,Error Code: 73
1634.4,73,Error Code: 73
1636.4,73,Error Code: 73
1638.2,73,Error Code: 73
1641.9,73,Error Code: 73
1643.7,73,Error Code: 73
1645.6,73,Error Code: 73
1649.9,73,Error Code: 73
1651.6,73,Error Code: 73
1653.4,73,Error Code: 73
1655.5,73,Error Code: 73
1659.3,73,Error Code: 73
1663.3,73,Error Code: 73
1673.9,122,Breath rejected; segment too short.
1673.9,209,Error Code: 209
1673.9,122,Breath rejected; segment too short.
1675.6,73,Error Code: 73
1677.3,73,Error Code: 73
1679.3,73,Error Code: 73
1681,73,Error Code: 73
1683.1,73,Error Code: 73
1685,73,Error Code: 73
1689,73,Error Code: 73
1694.8,73,Error Code: 73
1696.9,73,Error Code: 73
1706,73,Error Code: 73
1708.4,73,Error Code: 73
