Time[s],Error[code],Description
-179.3,197,Error Code: 197
-169.4,209,Error Code: 209
-157.8,192,Error Code: 192
-157.3,184,Error Code: 184
-151,197,Error Code: 197
-147,197,Error Code: 197
-146.6,122,Breath rejected; segment too short.
-146.6,209,Error Code: 209
-143.5,209,Error Code: 209
-137.9,168,Error Code: 168
-136.1,209,Error Code: 209
-132,197,Error Code: 197
-127.1,209,Error Code: 209
-123,197,Error Code: 197
-120.8,168,Error Code: 168
-120.4,168,Error Code: 168
-108.4,209,Error Code: 209
-104.5,191,Error Code: 191
-93.4,122,Breath rejected; segment too short.
-93.3,209,Error Code: 209
-83,197,Error Code: 197
-80.1,209,Error Code: 209
-53,197,Error Code: 197
-43.2,209,Error Code: 209
-41,197,Error Code: 197
-40.5,209,Error Code: 209
-38.6,197,Error Code: 197
-35.4,209,Error Code: 209
-29.9,209,Error Code: 209
-24.6,191,Error Code: 191
-22.8,209,Error Code: 209
-22.3,168,Error Code: 168
-22.1,168,Error Code: 168
-21.4,168,Error Code: 168
-20.3,168,Error Code: 168
-19.8,168,Error Code: 168
-19.8,168,Error Code: 168
-19.8,168,Error Code: 168
-19.2,168,Error Code: 168
-18.5,191,Error Code: 191
-14,197,Error Code: 197
-13.6,122,Breath rejected; segment too short.
-6.6,197,Error Code: 197
-1.9,209,Error Code: 209
-1.6,197,Error Code: 197
0,168,Error Code: 168
0,168,Error Code: 168
0,191,Error Code: 191
0,168,Error Code: 168
0,184,Error Code: 184
0,122,Breath rejected; segment too short.
0,209,Error Code: 209
0,197,Error Code: 197
0,209,Error Code: 209
0,168,Error Code: 168
0,209,Error Code: 209
0,191,Error Code: 191
0,209,Error Code: 209
0,197,Error Code: 197
0,168,Error Code: 168
0,197,Error Code: 197
0,209,Error Code: 209
0,209,Error Code: 209
0,197,Error Code: 197
0,197,Error Code: 197
0,197,Error Code: 197
0,197,Error Code: 197
0,209,Error Code: 209
0,209,Error Code: 209
0,197,Error Code: 197
0,191,Error Code: 191
0,209,Error Code: 209
0,197,Error Code: 197
0,193,Error Code: 193
0,209,Error Code: 209
0,209,Error Code: 209
0,209,Error Code: 209
0,197,Error Code: 197
0,191,Error Code: 191
0,184,Error Code: 184
0,192,Error Code: 192
0,209,Error Code: 209
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,168,Error Code: 168
0,197,Error Code: 197
0,209,Error Code: 209
0,122,Breath rejected; segment too short.
0,209,Error Code: 209
0,53,User piece too big.
0,197,Error Code: 197
0,168,Error Code: 168
0,209,Error Code: 209
0,168,Error Code: 168
0,168,Error Code: 168
0,197,Error Code: 197
0,122,Breath rejected; segment too short.
0,168,Error Code: 168
0,56,Breathing less than valve trigger.
0,209,Error Code: 209
0,197,Error Code: 197
0,168,Error Code: 168
66.2,53,User piece too big.
78.5,53,User piece too big.
88.3,209,Error Code: 209
90.4,197,Error Code: 197
90.6,197,Error Code: 197
94.9,53,User piece too big.
109.3,53,User piece too big.
120.9,53,User piece too big.
133,53,User piece too big.
145.7,53,User piece too big.
147.6,209,Error Code: 209
193.9,209,Error Code: 209
196.1,197,Error Code: 197
214.8,197,Error Code: 197
215.5,122,Breath rejected; segment too short.
220.8,53,User piece too big.
231.7,53,User piece too big.
255.2,53,User piece too big.
259.9,209,Error Code: 209
261.9,197,Error Code: 197
266.5,53,User piece too big.
270.2,197,Error Code: 197
277.6,53,User piece too big.
301.1,168,Error Code: 168
301.1,197,Error Code: 197
301.1,209,Error Code: 209
316.4,64,Ventilation out of range.
361,209,Error Code: 209
361.1,209,Error Code: 209
362.6,191,Error Code: 191
363,122,Breath rejected; segment too short.
394.6,197,Error Code: 197
395.4,53,User piece too big.
395.4,197,Error Code: 197
398.1,197,Error Code: 197
