Time[s],Error[code],Description
-170,122,Breath rejected; segment too short.
-162.8,197,Error Code: 197
-162.1,196,Error Code: 196
-161.2,196,Error Code: 196
-160.9,122,Breath rejected; segment too short.
-143,197,Error Code: 197
-137.4,196,Error Code: 196
-135.1,196,Error Code: 196
-131.8,196,Error Code: 196
-130.8,196,Error Code: 196
-129.8,196,Error Code: 196
-128.7,196,Error Code: 196
-127.7,196,Error Code: 196
-119.4,134,Error Code: 134
-119.4,129,Breath rejected; VO2 out of range.
-116.8,134,Error Code: 134
-116.8,129,Breath rejected; VO2 out of range.
-105.4,168,Error Code: 168
-105.4,192,Error Code: 192
-105.1,168,Error Code: 168
-105.1,192,Error Code: 192
-104.8,168,Error Code: 168
-104.7,192,Error Code: 192
-104.4,168,Error Code: 168
-104.4,192,Error Code: 192
-85.4,53,User piece too big.
-81.6,129,Breath rejected; VO2 out of range.
-81.6,120,Calibration: waiting for user to start breathing.
-78.3,129,Breath rejected; VO2 out of range.
-75.9,53,User piece too big.
-75.9,197,Error Code: 197
-69.3,197,Error Code: 197
-66.4,197,Error Code: 197
-63.4,53,User piece too big.
14.4,122,Breath rejected; segment too short.
19.6,53,User piece too big.
47.3,53,User piece too big.
137.2,53,User piece too big.
242.7,53,User piece too big.
248.6,197,Error Code: 197
251.7,53,User piece too big.
272.8,53,User piece too big.
281.1,53,User piece too big.
320,53,User piece too big.
387.6,53,User piece too big.
533.4,53,User piece too big.
552.8,53,User piece too big.
562.8,53,User piece too big.
570.5,53,User piece too big.
570.5,209,Error Code: 209
570.5,209,Error Code: 209
570.5,209,Error Code: 209
570.5,191,Error Code: 191
570.5,209,Error Code: 209
570.5,168,Error Code: 168
570.5,168,Error Code: 168
570.5,168,Error Code: 168
570.5,168,Error Code: 168
570.5,168,Error Code: 168
570.5,209,Error Code: 209
834.5,209,Error Code: 209
968.4,197,Error Code: 197
969.7,121,Breath rejected; too jittery.
976.7,197,Error Code: 197
977.4,209,Error Code: 209
979.3,191,Error Code: 191
994.5,197,Error Code: 197
1046.5,209,Error Code: 209
1085.1,209,Error Code: 209
1087.5,191,Error Code: 191
1104,209,Error Code: 209
1104.2,209,Error Code: 209
1105.8,191,Error Code: 191
1142.7,209,Error Code: 209
1147.1,209,Error Code: 209
1158.2,209,Error Code: 209
1158.5,122,Breath rejected; segment too short.
1158.6,122,Breath rejected; segment too short.
1256.8,197,Error Code: 197
1257.1,197,Error Code: 197
1257.4,209,Error Code: 209
1257.5,122,Breath rejected; segment too short.
1269.5,197,Error Code: 197
1269.7,122,Breath rejected; segment too short.
1275.8,209,Error Code: 209
1420.7,122,Breath rejected; segment too short.
1424.6,209,Error Code: 209
1559.5,73,Error Code: 73
1573,73,Error Code: 73
1576.6,73,Error Code: 73
1580,73,Error Code: 73
1596.5,73,Error Code: 73
1610,73,Error Code: 73
1613.8,73,Error Code: 73
1620.2,73,Error Code: 73
1623.6,73,Error Code: 73
1625.6,73,Error Code: 73
1627.5,73,Error Code: 73
1629.2,73,Error Code: 73
1632.8,73,Error Code: 73
1638.5,73,Error Code: 73
1642.2,73,Error Code: 73
1654.8,73,Error Code: 73
1656.6,73,Error Code: 73
1658.4,73,Error Code: 73
1662.1,73,Error Code: 73
1663.5,73,Error Code: 73
1665.1,73,Error Code: 73
1669,73,Error Code: 73
1671,73,Error Code: 73
1672.9,73,Error Code: 73
1674.8,73,Error Code: 73
1682.9,73,Error Code: 73
1684.8,73,Error Code: 73
1686.8,73,Error Code: 73
1690.2,73,Error Code: 73
1692.2,73,Error Code: 73
1696,73,Error Code: 73
1700.1,73,Error Code: 73
1701.9,73,Error Code: 73
1703.5,73,Error Code: 73
1705,73,Error Code: 73
1706.8,73,Error Code: 73
1708.6,73,Error Code: 73
1713.5,73,Error Code: 73
